,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
72,25.155766582489015,0.17193735153474732,1.2717020988464356,0.0401902266854437,True,,sqrt,6,4,1250,"OrderedDict([('bootstrap', True), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 4), ('n_estimators', 1250)])",0.7531080774776525,0.772311062984402,0.766295144980124,0.7681497299849127,0.7699265905072552,0.7659581211868692,0.006725310040724443,55
65,28.677538537979125,0.1833862866843589,1.496562910079956,0.013198814579290313,True,120,auto,8,3,1500,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 3), ('n_estimators', 1500)])",0.7538911682409433,0.772150825804805,0.7655939585107132,0.7677524702430529,0.7703855189153762,0.7659547883429781,0.006432962645336492,56
30,21.38933629989624,0.20332013049724443,1.1338529586791992,0.03360173983904013,True,60,sqrt,6,3,1000,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 3), ('n_estimators', 1000)])",0.7542209282613623,0.7716032098864196,0.7661196697923631,0.7675010551094823,0.7702490549932934,0.7659387836085841,0.006171640146011305,57
17,27.77963171005249,0.13793490734872632,1.4747505187988281,0.0534461888763104,True,20,auto,4,4,1250,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'auto'), ('min_samples_leaf', 4), ('min_samples_split', 4), ('n_estimators', 1250)])",0.7527735555796825,0.7717991611476506,0.7667618089801391,0.7673971527414855,0.7707194149341543,0.7658902186766224,0.006831019079922621,58
77,20.04895873069763,0.2071441994946333,1.031177568435669,0.01617816559532773,True,80,auto,6,2,1000,"OrderedDict([('bootstrap', True), ('max_depth', 80), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 2), ('n_estimators', 1000)])",0.7536945026980798,0.7718551132088768,0.7661480029637926,0.7677131493927788,0.769943499649433,0.7658708535825922,0.006389557038716065,59
4,26.80341625213623,0.1579765714059169,1.4118938446044922,0.0511626587175369,True,80,sqrt,6,6,1250,"OrderedDict([('bootstrap', True), ('max_depth', 80), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 6), ('n_estimators', 1250)])",0.7529321261021366,0.7716755904251975,0.7666110955556444,0.7677908378605931,0.7702631062522864,0.7658545512391716,0.0067026933558722145,60
67,20.85263934135437,0.06037600809791018,1.0779452323913574,0.03341869727998285,True,20,auto,4,6,1000,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'auto'), ('min_samples_leaf', 4), ('min_samples_split', 6), ('n_estimators', 1000)])",0.7525599853715121,0.7732355815109627,0.7664658582903335,0.7677589045640067,0.7692523682325326,0.7658545395938696,0.007025247436196659,61
20,10.115797662734986,0.035370717346876794,0.5217491626739502,0.007408726647467895,True,20,sqrt,8,2,500,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 500)])",0.7534573611960313,0.7721022546537828,0.7667172854250357,0.7674753178256666,0.7694690910407267,0.7658442620282486,0.006467761315381949,62
68,30.271142053604127,0.18849350720450955,1.5560996532440186,0.03674409010508959,True,40,auto,6,6,1500,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 6), ('n_estimators', 1500)])",0.7541199764572775,0.7713463065925337,0.7661460982127721,0.7678630452401872,0.7696198443787343,0.7658190541763009,0.006101635881998434,63
3,10.669983053207398,0.06304656721849795,0.5614821434020996,0.010913600156915658,True,40,sqrt,6,4,500,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 4), ('n_estimators', 500)])",0.7525554615878385,0.7706625009761849,0.7675668043801656,0.7677429379157138,0.770218570905987,0.7657492551531779,0.006715194898296723,64
55,10.16788296699524,0.03364519316390931,0.5162398338317871,0.02211824987977204,True,100,sqrt,6,2,500,"OrderedDict([('bootstrap', True), ('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 2), ('n_estimators', 500)])",0.754614497440967,0.7710177370415027,0.7657691956045966,0.767608770408415,0.7695879313498353,0.7657196263690633,0.005829733629281057,65
24,10.135276365280152,0.07869500789882347,0.5235860824584961,0.00674000627558089,True,60,auto,8,4,500,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 4), ('n_estimators', 500)])",0.7540211674980906,0.7720058266333716,0.7656556248250009,0.767722205103751,0.7691699659340324,0.7657149579988494,0.006201441858959657,66
81,14.320646619796753,0.16359663062913468,0.724545955657959,0.010787206853207583,True,120,auto,8,3,750,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 3), ('n_estimators', 750)])",0.7540495006695199,0.7713205924537574,0.7663653826740037,0.767389526879614,0.7693521559870747,0.765695431732794,0.0060656503092274185,67
0,22.798565292358397,0.10003919503196665,1.1990927696228026,0.048846719819491916,True,100,sqrt,4,4,1000,"OrderedDict([('bootstrap', True), ('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 4), ('min_samples_split', 4), ('n_estimators', 1000)])",0.7531492677184701,0.7709336899027244,0.7671141879189263,0.7681973916216086,0.7690825623399585,0.7656954199003376,0.006396732076292927,68
39,21.818286657333374,0.17649431749362085,1.126885747909546,0.021807141636143536,True,60,auto,4,6,1000,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'auto'), ('min_samples_leaf', 4), ('min_samples_split', 6), ('n_estimators', 1000)])",0.7530261731837722,0.771869160747653,0.766570381502582,0.7672241410002796,0.7696596165863919,0.7656698946041358,0.0065945285211881114,69
69,21.560339069366456,0.13275943284484526,1.1463468074798584,0.022660619023816327,True,,auto,4,2,1000,"OrderedDict([('bootstrap', True), ('max_depth', None), ('max_features', 'auto'), ('min_samples_leaf', 4), ('min_samples_split', 2), ('n_estimators', 1000)])",0.7536995026695086,0.7707472623965959,0.7671801399230099,0.7669326900918845,0.7691535331057188,0.7655426256373434,0.0060827656603839025,70
98,10.108607816696168,0.03812150779123789,0.5013751029968262,0.0281974899383852,True,80,auto,6,4,500,"OrderedDict([('bootstrap', True), ('max_depth', 80), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 4), ('n_estimators', 500)])",0.7530287922164254,0.7714608297476395,0.7660768128944025,0.7674519636236856,0.7696784309840263,0.7655393658932359,0.006521609112562594,71
37,27.27279953956604,0.23398590749400333,1.4451286792755127,0.03296511005909519,True,80,auto,4,4,1250,"OrderedDict([('bootstrap', True), ('max_depth', 80), ('max_features', 'auto'), ('min_samples_leaf', 4), ('min_samples_split', 4), ('n_estimators', 1250)])",0.753181172298063,0.7717329710496893,0.7660449083148095,0.7674276561889708,0.7692326012071699,0.7655238618117405,0.006458261257523867,72
